0	3.75E-03
0.001	3.75E-03
0.002	3.75E-03
0.003	-1.19E-02
0.004	3.75E-03
0.005	-1.19E-02
0.006	3.75E-03
0.007	3.75E-03
0.008	-1.19E-02
0.009	-1.19E-02
0.01	3.75E-03
0.011	-1.19E-02
0.012	-1.19E-02
0.013	-1.19E-02
0.014	-1.19E-02
0.015	-1.19E-02
0.016	3.75E-03
0.017	3.75E-03
0.018	3.75E-03
0.019	-1.19E-02
0.02	3.75E-03
0.021	3.75E-03
0.022	-1.19E-02
0.023	3.75E-03
0.024	-1.19E-02
0.025	-1.19E-02
0.026	-1.19E-02
0.027	3.75E-03
0.028	-1.19E-02
0.029	-1.19E-02
0.03	-1.19E-02
0.031	-1.19E-02
0.032	-1.19E-02
0.033	-1.19E-02
0.034	3.75E-03
0.035	3.75E-03
0.036	3.75E-03
0.037	3.75E-03
0.038	-1.19E-02
0.039	3.75E-03
0.04	3.75E-03
0.041	3.75E-03
0.042	1.94E-02
0.043	1.94E-02
0.044	3.75E-03
0.045	3.75E-03
0.046	1.94E-02
0.047	1.94E-02
0.048	3.75E-03
0.049	1.94E-02
0.05	1.94E-02
0.051	3.75E-03
0.052	3.75E-03
0.053	1.94E-02
0.054	3.75E-03
0.055	3.75E-03
0.056	3.75E-03
0.057	1.94E-02
0.058	1.94E-02
0.059	1.94E-02
0.06	3.75E-03
0.061	3.75E-03
0.062	3.75E-03
0.063	3.75E-03
0.064	-1.19E-02
0.065	-1.19E-02
0.066	-1.19E-02
0.067	-1.19E-02
0.068	-1.19E-02
0.069	-1.19E-02
0.07	-1.19E-02
0.071	-1.19E-02
0.072	-1.19E-02
0.073	3.75E-03
0.074	3.75E-03
0.075	3.75E-03
0.076	-1.19E-02
0.077	-1.19E-02
0.078	3.75E-03
0.079	-1.19E-02
0.08	-1.19E-02
0.081	1.94E-02
0.082	-1.19E-02
0.083	-1.19E-02
0.084	3.75E-03
0.085	3.75E-03
0.086	-1.19E-02
0.087	-1.19E-02
0.088	-1.19E-02
0.089	3.75E-03
0.09	3.75E-03
0.091	-1.19E-02
0.092	3.75E-03
0.093	3.75E-03
0.094	3.75E-03
0.095	1.94E-02
0.096	3.75E-03
0.097	-1.19E-02
0.098	3.75E-03
0.099	3.75E-03
0.1	3.75E-03
0.101	3.75E-03
0.102	3.75E-03
0.103	-1.19E-02
0.104	-1.19E-02
0.105	-1.19E-02
0.106	-2.75E-02
0.107	-1.19E-02
0.108	-1.19E-02
0.109	3.75E-03
0.11	3.75E-03
0.111	-1.19E-02
0.112	3.75E-03
0.113	3.75E-03
0.114	-1.19E-02
0.115	3.75E-03
0.116	1.94E-02
0.117	1.94E-02
0.118	1.94E-02
0.119	3.75E-03
0.12	3.75E-03
0.121	1.94E-02
0.122	3.75E-03
0.123	3.75E-03
0.124	3.75E-03
0.125	1.94E-02
0.126	1.94E-02
0.127	3.75E-03
0.128	3.75E-03
0.129	3.75E-03
0.13	3.75E-03
0.131	-1.19E-02
0.132	-1.19E-02
0.133	-1.19E-02
0.134	3.75E-03
0.135	-1.19E-02
0.136	-1.19E-02
0.137	-1.19E-02
0.138	-1.19E-02
0.139	3.75E-03
0.14	-2.75E-02
0.141	3.75E-03
0.142	-1.19E-02
0.143	-1.19E-02
0.144	-1.19E-02
0.145	1.94E-02
0.146	-1.19E-02
0.147	3.75E-03
0.148	3.75E-03
0.149	-1.19E-02
0.15	3.75E-03
0.151	3.75E-03
0.152	-1.19E-02
0.153	3.75E-03
0.154	3.75E-03
0.155	-1.19E-02
0.156	3.75E-03
0.157	-1.19E-02
0.158	3.75E-03
0.159	3.75E-03
0.16	3.75E-03
0.161	1.94E-02
0.162	1.94E-02
0.163	-2.75E-02
0.164	-1.19E-02
0.165	-1.19E-02
0.166	-2.75E-02
0.167	-1.19E-02
0.168	-1.19E-02
0.169	-1.19E-02
0.17	3.75E-03
0.171	-1.19E-02
0.172	-1.19E-02
0.173	3.75E-03
0.174	-1.19E-02
0.175	-1.19E-02
0.176	3.75E-03
0.177	3.75E-03
0.178	3.75E-03
0.179	-1.19E-02
0.18	3.75E-03
0.181	3.75E-03
0.182	3.75E-03
0.183	-1.19E-02
0.184	1.94E-02
0.185	1.94E-02
0.186	3.50E-02
0.187	5.06E-02
0.188	1.94E-02
0.189	1.94E-02
0.19	3.50E-02
0.191	1.94E-02
0.192	1.94E-02
0.193	1.94E-02
0.194	3.75E-03
0.195	3.75E-03
0.196	3.75E-03
0.197	3.75E-03
0.198	-1.19E-02
0.199	-1.19E-02
0.2	-1.19E-02
0.201	3.75E-03
0.202	-1.19E-02
0.203	-2.75E-02
0.204	-1.19E-02
0.205	-2.75E-02
0.206	-2.75E-02
0.207	-1.19E-02
0.208	-2.75E-02
0.209	-2.75E-02
0.21	-2.75E-02
0.211	-7.44E-02
0.212	-2.75E-02
0.213	5.06E-02
0.214	-5.88E-02
0.215	1.94E-02
0.216	3.50E-02
0.217	1.94E-02
0.218	3.50E-02
0.219	3.50E-02
0.22	3.75E-03
0.221	1.94E-02
0.222	1.94E-02
0.223	3.75E-03
0.224	1.94E-02
0.225	1.94E-02
0.226	1.94E-02
0.227	3.75E-03
0.228	3.75E-03
0.229	3.75E-03
0.23	3.75E-03
0.231	-1.19E-02
0.232	-1.19E-02
0.233	3.75E-03
0.234	-1.19E-02
0.235	-1.19E-02
0.236	-2.75E-02
0.237	-1.19E-02
0.238	-1.19E-02
0.239	-2.75E-02
0.24	-1.19E-02
0.241	3.75E-03
0.242	3.75E-03
0.243	1.94E-02
0.244	1.94E-02
0.245	1.94E-02
0.246	3.75E-03
0.247	3.75E-03
0.248	3.50E-02
0.249	1.94E-02
0.25	1.94E-02
0.251	3.75E-03
0.252	1.94E-02
0.253	3.75E-03
0.254	-1.19E-02
0.255	-1.19E-02
0.256	-1.19E-02
0.257	-1.19E-02
0.258	-1.19E-02
0.259	3.75E-03
0.26	-1.19E-02
0.261	-1.19E-02
0.262	-1.19E-02
0.263	-1.19E-02
0.264	-1.19E-02
0.265	3.75E-03
0.266	-1.19E-02
0.267	3.75E-03
0.268	-1.19E-02
0.269	3.75E-03
0.27	-1.19E-02
0.271	-1.19E-02
0.272	-1.19E-02
0.273	3.75E-03
0.274	-1.19E-02
0.275	-1.19E-02
0.276	-1.19E-02
0.277	3.75E-03
0.278	-2.75E-02
0.279	-1.19E-02
0.28	3.75E-03
0.281	3.75E-03
0.282	3.75E-03
0.283	3.75E-03
0.284	3.75E-03
0.285	3.75E-03
0.286	3.75E-03
0.287	3.75E-03
0.288	3.75E-03
0.289	1.94E-02
0.29	3.75E-03
0.291	3.75E-03
0.292	3.75E-03
0.293	3.75E-03
0.294	3.75E-03
0.295	3.75E-03
0.296	1.94E-02
0.297	1.94E-02
0.298	1.94E-02
0.299	3.75E-03
0.3	3.75E-03
0.301	3.75E-03
0.302	3.75E-03
0.303	3.75E-03
0.304	1.94E-02
0.305	1.94E-02
0.306	1.94E-02
0.307	3.75E-03
0.308	3.75E-03
0.309	1.94E-02
0.31	3.75E-03
0.311	3.75E-03
0.312	3.75E-03
0.313	-1.19E-02
0.314	3.75E-03
0.315	3.75E-03
0.316	-1.19E-02
0.317	3.75E-03
0.318	-1.19E-02
0.319	-1.19E-02
0.32	-1.19E-02
0.321	3.75E-03
0.322	-1.19E-02
0.323	-2.75E-02
0.324	-1.19E-02
0.325	-1.19E-02
0.326	-2.75E-02
0.327	-2.75E-02
0.328	-1.19E-02
0.329	-1.19E-02
0.33	-1.19E-02
0.331	-1.19E-02
0.332	-1.19E-02
0.333	3.75E-03
0.334	3.75E-03
0.335	-1.19E-02
0.336	-1.19E-02
0.337	3.75E-03
0.338	3.75E-03
0.339	-1.19E-02
0.34	-1.19E-02
0.341	-2.75E-02
0.342	-2.75E-02
0.343	-2.75E-02
0.344	-2.75E-02
0.345	-1.19E-02
0.346	-2.75E-02
0.347	-1.19E-02
0.348	3.75E-03
0.349	3.75E-03
0.35	3.75E-03
0.351	-1.19E-02
0.352	-1.19E-02
0.353	-2.75E-02
0.354	-2.75E-02
0.355	3.75E-03
0.356	3.75E-03
0.357	3.50E-02
0.358	5.06E-02
0.359	5.06E-02
0.36	5.06E-02
0.361	5.06E-02
0.362	6.63E-02
0.363	6.63E-02
0.364	5.06E-02
0.365	5.06E-02
0.366	5.06E-02
0.367	5.06E-02
0.368	5.06E-02
0.369	5.06E-02
0.37	3.50E-02
0.371	1.94E-02
0.372	3.75E-03
0.373	3.75E-03
0.374	3.75E-03
0.375	-1.19E-02
0.376	3.75E-03
0.377	3.75E-03
0.378	-1.19E-02
0.379	3.75E-03
0.38	1.94E-02
0.381	1.94E-02
0.382	-1.19E-02
0.383	-1.19E-02
0.384	-1.19E-02
0.385	-2.75E-02
0.386	-2.75E-02
0.387	-4.31E-02
0.388	-1.06E-01
0.389	-1.21E-01
0.39	-1.21E-01
0.391	-1.06E-01
